,Person,Responsibility,imdbID
670,Robert Ardrey,screenplay,tt0040876
671,Cica Oyama,story,tt1688691
672,Thom Lange,screenplay,tt0400242
673,Thom Lange,story,tt0400242
674,Tim McCall,story,tt0400242
675,Charles Hall,play,tt5304586
676,Bill O'Brien,book,tt0839938
677,Diego Dubcovsky,novel,tt1576382
678,Greg Igna De Dios,story,tt0359575
679,Craig Gerber,creator,tt2137286
680,Harvey Gates,scenario,tt0005649
681,A.M. Williamson,story,tt0005649
682,C.N. Williamson,story,tt0005649
683,Charlie Drake,additional material,tt0055293
684,T.J. Morrison,story,tt0055293
685,Lew Schwarz,screenplay,tt0055293
686,Brian DeCubellis,screenplay,tt3100274
687,Colin Harrison,novel,tt3100274
688,Dave Campfield,screenplay,tt2174926
689,Joe Randazzo,screenplay,tt2174926
690,Joe Randazzo,story,tt2174926
691,Sean Steffen,story,tt2174926
692,Charles Dickens,novel,tt1965171
693,Siham Douguena,script,tt0424261
694,Don Bartlett,story,tt0009012
695,John Patrick,screenplay,tt0048316
696,Han Suyin,novel,tt0048316
697,Jarmo Puskala,original concept,tt1034314
698,Johanna Sinisalo,based on a story by,tt1034314
699,Michael Kalesniko,screenplay by,tt1034314
700,Timo Vuorensola,screenplay by,tt1034314
701,Nicholas Meyer,teleplay,tt0073454
702,Anthony Wilson,teleplay,tt0073454
703,Nicholas Meyer,story,tt0073454
704,Howard Koch,"radio play ""Invasion from Mars""",tt0073454
705,Wilson Rawls,"characters created in the novel ""Where The Red Fern Grows""",tt0111695
706,Samuel Bradford,screenplay,tt0111695
707,Jacob Grimm,original story,tt0999910
708,Wilhelm Grimm,original story,tt0999910
709,Tomoe Takashi,script,tt0999910
710,Warren Dudley,screenplay,tt2179231
711,Denys Desjardins,original idea,tt5205046
712,Didier Caron,play,tt0423444
713,Didier Caron,screenplay,tt0423444
714,Ben Barzman,screenplay,tt0037522
715,Richard H. Landau,screenplay,tt0037522
716,Æneas MacKenzie,original story,tt0037522
717,William Gordon,original story,tt0037522
718,Misa Yamamura,based on the novel by,tt2012560
719,Hiroshi Nagano,teleplay,tt2012560
720,Chien Chin,screenplay,tt0073622
721,Ting Hung Kuo,story,tt0073622
722,Han Meng,story,tt0073622
723,Jason Impey,screenplay,tt1496897
724,Sydney Boehm,screenplay,tt0054295
725,Max Catto,novel,tt0054295
726,Andreas Gruber,screenplay,tt4171982
727,Elisabeth Escher,novel,tt4171982
728,Bérénice André,adaptation,tt4040042
729,Bérénice André,dialogue,tt4040042
730,Agnès Caffin,adaptation,tt4040042
731,Agnès Caffin,dialogue,tt4040042
732,Olivier Loustau,adaptation,tt4040042
733,Olivier Loustau,dialogue,tt4040042
734,Olivier Loustau,screenplay,tt4040042
735,Bill Scott,story,tt0040182
736,Lloyd Turner,story,tt0040182
737,Leo McCarey,story,tt0020087
738,Marcia Lamb,story,tt0296187
739,Marion Jackson,screenplay,tt0018076
740,Marion Jackson,story,tt0018076
741,Brent Owens,narration,tt1144481
742,Frank Frederico,screenplay,tt1680046
743,Geoff Bunch,consultant writer,tt1665406
744,Hannibal Buress,consultant writer,tt1665406
745,Robert Cohen,Les Grossman segments,tt1665406
746,Josh Comers,consultant writer,tt1665406
747,Eileen Doherty,consultant writer,tt1665406
748,Jefferson Dutton,consulting writer,tt1665406
749,David Ferguson,consultant writer,tt1665406
750,Nathan Fielder,consultant writer,tt1665406
751,Brett Gelman,consultant writer,tt1665406
752,Nick Kroll,consultant writer,tt1665406
753,Joe Mande,consultant writer,tt1665406
754,Dan Mintz,consultant writer,tt1665406
755,Laura Murphy,consultant writer,tt1665406
756,BJ Porter,head writer for Aziz Ansari,tt1665406
757,Brian Posehn,consultant writer,tt1665406
758,Erik Weiner,head writer,tt1665406
759,Nicolle Yaron,Les Grossman segments,tt1665406
760,Nicolle Yaron,consultant writer,tt1665406
761,Nicolle Yaron,show opening,tt1665406
762,Scott Nakatsu,dialogue,tt3045786
763,Sam Tanski,dialogue,tt3045786
764,Anna Marie Carey,story,tt3021522
765,D. Victor Hawkins,story,tt0106399
766,Tom Nelson,story,tt0106399
767,Rebecca Whittington,story,tt0106399
768,D. Victor Hawkins,teleplay,tt0106399
769,Tom Nelson,teleplay,tt0106399
770,Johnny Hart,based on the comic strip by,tt0770716
771,Peter Berneis,screenplay,tt0042509
772,Tennessee Williams,play,tt0042509
773,Tennessee Williams,screenplay,tt0042509
774,Eric Raymond Lim,story,tt5501264
775,Stephen Reedy,story,tt5501264
776,Adam Herz,characters,tt0808146
777,Jose T. Santos,screenplay,tt5636656
778,Jose T. Santos,story,tt5636656
779,Anthony Hinds,original screenplay,tt0061683
780,Kan Shimozawa,story,tt0164982
781,Yunosuke Yoshinaga,manga,tt1663145
782,Masashi Sogo,screenplay,tt1663145
783,Casey Schoch,by,tt6932146
784,Guy Noland,story,tt3588068
785,Gio Lingao,story,tt4048250
786,Nate Parker,screenplay by,tt4196450
787,Nate Parker,story by,tt4196450
788,Jean McGianni Celestin,story by,tt4196450
789,Matthew Giordano,creator,tt1358579
790,Ernie Pecho,story,tt2004375
791,Rudy Ner. Siongco,story,tt2004375
792,Valerie Curtin,screenplay,tt0088326
793,Barry Levinson,screenplay,tt0088326
794,Robert Klane,screenplay,tt0088326
795,Noel Madrid,screenplay,tt3975200
796,Roel Robles,story,tt3975200
797,Roland Moore,script editor,tt3757698
798,Alejandro Sieveking,play,tt0063718
799,Justin Lewis,story,tt0480026
800,Justin Lewis,screenplay,tt0480026
801,Jerod Brennen,screenplay,tt0480026
802,Chris L. Parker,additional dialogue,tt0480026
803,Mohammad Rahmanian,script,tt1417101
804,David Douglas,screenplay,tt0460556
805,Xiaoxia Wei,novel,tt0480720
806,James Madison,story,tt0328444
807,George H. Plympton,scenario,tt0328444
808,Alec Coppel,book,tt0041460
809,Alec Coppel,screenplay,tt0041460
810,T.E.B. Clarke,screenplay,tt0042265
811,Jan Read,original treatment,tt0042265
812,Ted Willis,original treatment,tt0042265
813,Alexander Mackendrick,additional dialogue,tt0042265
814,Enzo Barboni,screenplay,tt0074442
815,Enzo Barboni,story,tt0074442
816,Steve St. George,screenplay,tt3396008
817,Hannah Nyala,book,tt0177119
818,Ronni Kern,teleplay,tt0177119
819,Robert Presnell Jr.,screenplay,tt0050629
820,Ben Hecht,screenplay,tt0050629
821,Derek Hammeke,story,tt1747972
822,Colby Williams,story,tt1747972
823,Marco Ferreri,story,tt0075364
824,Rafael Azcona,screenplay,tt0075364
825,Marco Ferreri,screenplay,tt0075364
826,Dante Matelli,screenplay,tt0075364
827,Ian Hay,play,tt0015892
828,Kimio Yanagisawa,manga,tt1313158
829,Masaya Ozaki,screenplay,tt1313158
830,Lyn Fairhurst,original story,tt0057504
831,Lyn Fairhurst,screenplay,tt0057504
832,Harold Shampan,idea,tt0057504
833,Weibin Liu,screenplay,tt1534567
834,Yao Qiong,story,tt1534567
835,Christopher Andrew Graham,story,tt2179744
836,Jennie Shortridge,novel,tt5126478
837,Harry Blyth,characters,tt2361503
838,Charles Raymond,scenario,tt2361503
839,Benjamin Combes,original idea,tt4737342
840,Ettiene de Oliveira,original idea,tt4737342
841,Tim Venable,story,tt1891751
842,Charles Belden,idea,tt0035338
843,Erwin S. Gelsey,story,tt0035338
844,Charles E. Roberts,story,tt0035338
845,Monte Brice,screenplay,tt0035338
846,Rhode Montijo,creator,tt0387273
847,Aubrey Ankrum,creator,tt0387273
848,Kenn Navarro,creator,tt0387273
849,Joseph Kwong,story advisor,tt0387273
850,Jirô Akagawa,novel,tt0230902
851,Isaiah Mechanic,idea and story,tt4307892
852,Lauren Mechanic,idea and story,tt4307892
853,Maria Arnell,story,tt1485129
854,Marianna Mørkøre,story,tt1485129
855,Nino Battiferri,story,tt0056586
856,Luigi Capuano,adaptation,tt0056586
857,Arpad DeRiso,adaptation,tt0056586
858,Ottavio Poggi,adaptation,tt0056586
859,Blaise Hartman,story,tt1885202
860,Xoey Hawk,story,tt1885202
861,Dan A.R. Kelly,story,tt1885202
862,Benjamin M. Pauly,story,tt1885202
863,Gary Goddard,creator,tt0097013
864,Tony Christopher,creator,tt0097013
865,Lawrence G. DiTillio,additional dialogue,tt0097013
866,John Bird,new dialogue,tt0070939
867,Terence Donovan,idea,tt0070939
868,Alan Turney,translation,tt0070939
869,Elliott Riebman,screenplay,tt5074086
870,Travis Sentell,book,tt5074086
871,Connor Hurley,story,tt4950166
872,Jack Townley,screenplay,tt0028568
873,Jerome Chodorov,screenplay,tt0028568
874,Richard English,story,tt0028568
875,Victor Adamson,story,tt0172096
876,Bennett Cohen,screenplay,tt0172096
877,Bryan Bagby,screenplay,tt5034120
878,William Scully,book,tt5034120
879,Gurgen Khanjian,screenwriter,tt0303275
880,Angus MacPhail,screenplay,tt0038396
881,Guy Morgan,screenplay,tt0038396
882,Patrick Kirwan,original story,tt0038396
883,Thomas Singer,screenplay,tt0085937
884,Craig Muckler,story,tt0085937
885,Howard J. Green,adaptation,tt0019319
886,Cosmo Hamilton,story,tt0019319
887,Lonne Elder III,play,tt0207376
888,Lonne Elder III,screenplay,tt0207376
889,Alberto Bevilacqua,original screenplay,tt0139636
890,Mary Higgins Clark,novel,tt4387348
891,Frank Darabont,segment,tt0166002
892,Randall Jahnson,segment,tt0166002
893,Jim Thomas,segment,tt0166002
894,John Thomas,segment,tt0166002
895,Barry Drucker,creator,tt1691022
896,Cornelia Funke,novel,tt1794725
897,Vedran Mujagic,screen writer,tt5199708
898,Daniel Griffith,narration,tt1723032
899,Marc Cushman,script consultant,tt1853577
900,Joni Männistö,story,tt3263790
901,James Hilton,novel,tt0327804
902,Frederic R. Bechdolt,story,tt0418522
903,Bobby Vernon,story,tt0024673
904,Frank Griffin,story,tt0024673
905,Al Bravo,story,tt2837602
906,Raúl Martínez Solares,adaptation,tt0062743
907,Rafael Pérez Grovas,story,tt0062743
908,Carlo J. Caparas,story,tt0186310
909,Tarik Tufan,text,tt4079186
910,Cihat Zembat,scenario,tt4079186
911,Halil Özer,scenario,tt4079186
912,Hans Christian Andersen,fairy tale Den grimme Ælling,tt0456437
913,Jørgen Bing,adaptation,tt0456437
914,Christian Sommer,concept,tt0456437
915,Cameron Alborzian,story,tt3228986
916,Wilson Collison,play,tt0014946
917,Avery Hopwood,play,tt0014946
918,Brendan Cowles,screenplay,tt1781896
919,Shane Kuhn,screenplay,tt1781896
920,Randall McCormick,story,tt1781896
921,Gerald Beaumont,story,tt0019512
922,Casey Robinson,titles,tt0019512
923,Bella Lapid,story,tt0360696
924,Tony Mortel,screenplay,tt0360696
925,Diego Cagahastian,screenplay,tt0360696
926,Waldemar Young,scenario,tt0008568
927,Lynn Reynolds,scenario,tt0008568
928,Gerald Geraghty,story,tt0030229
929,Curt Siodmak,story,tt0030229
930,Joseph Moncure March,screenplay,tt0030229
931,Lillie Hayward,screenplay,tt0030229
932,Eddie Welch,screenplay,tt0030229
933,Louis Joseph Vance,novel,tt0011094
934,E.V. Durling,story,tt0007031
935,Gabriella Illés,original idea,tt5559700
936,Pietro Calderoni,story and screenplay,tt0465721
937,Gualtiero Rosella,story and screenplay,tt0465721
938,Camil Petrescu,stories,tt0101557
939,Filip Dordievski,story,tt3467864
940,Leon G. Olivieri,screenplay,tt3467864
941,Rahma Marzak,story,tt3017156
942,Mark Young,story,tt0115509
943,Kelly Ward,story,tt0115509
944,Arne Olsen,screenplay,tt0115509
945,Kelly Ward,screenplay,tt0115509
946,Mark Young,screenplay,tt0115509
947,H.P. Lovecraft,short story,tt0489410
948,Huey Williams,story,tt4253224
949,Rajiv S. Ruia,story,tt3788154
950,Mario Garza,story,tt5652610
951,Alessandro Bencivenni,story and screenplay,tt0874306
952,Fausto Brizzi,story and screenplay,tt0874306
953,Marco Martani,story and screenplay,tt0874306
954,Neri Parenti,story and screenplay,tt0874306
955,Domenico Saverni,story and screenplay,tt0874306
956,William Hurlbut,screenplay,tt0021922
957,John A. Moroso,novel,tt0016209
958,Marion Orth,adaptation,tt0016209
959,James Cameron,screenplay by,tt0437086
960,Laeta Kalogridis,screenplay by,tt0437086
961,Robert Rodriguez,screenplay by,tt0437086
962,Yukito Kishiro,"graphic novel series: ""Gunnm""",tt0437086
963,Michelle Diamond,story,tt3205240
964,S.B. Edwards,screenplay,tt3205240
965,S.B. Edwards,story,tt3205240
966,John Gay,screenplay by,tt0063356
967,William Goldman,based on the novel by,tt0063356
968,André Hornez,dialogue,tt0159647
969,Serge Véber,dialogue,tt0159647
970,Leonardo Stella,created by,tt4995108
971,Kathlyn Williams,story,tt0008218
972,Max Marcin,play,tt0009202
973,Charles E. Whittaker,scenario,tt0009202
974,David Detiege,story,tt0055616
975,Ian Fischer,screenwriter,tt1419330
976,Miroslav Buberle,screenplay,tt1342411
977,Barbora Cervenková,dialogue,tt1342411
978,Roman Koprivík,dialogue,tt1342411
979,John Bunyan,novel,tt0194913
980,Markku Niinivaara,novel,tt0118212
981,Aurania Rouverol,characters,tt0030997
982,Stirling Silliphant,screenplay,tt0054443
983,Wolf Rilla,screenplay,tt0054443
984,Ronald Kinnoch,screenplay,tt0054443
985,John Wyndham,novel,tt0054443
986,Robert Katz,English dialogue,tt0155677
987,David Nathan,story,tt5815940
988,Mohan Krishna Indraganti,screenplay,tt5815940
989,Mohan Krishna Indraganti,dialogue,tt5815940
990,Sirivennela Seetharama Sastry,lyricist,tt5815940
991,Ramajogaiah Sastry,lyricist,tt5815940
992,Matt Ford,story,tt1631384
993,K.K. Beck,novel,tt0111142
994,Ellen Weston,teleplay,tt0111142
995,Thomas A. MacDonald,book,tt0307568
996,Obie Scott Wade,creator,tt0325665
997,Aaron Massey,screenplay,tt5721124
998,Richard Smith,story,tt0347438
999,J. Erastheo Navoa,story,tt0347471
1000,Jose N. Carreon,screenplay,tt0347471
1001,Harjant Gill,collaborating writer,tt1843250
1002,Jean Jansion,novel,tt0042003
1003,George Beck,created by,tt5028844
1004,Takahiro Suzuki,story,tt3344852
1005,Ben Starkey,v.o. narration only,tt3125100
1006,Forrest Sheldon,screenplay,tt0014719
1007,Forrest Sheldon,story,tt0014719
1008,F. Hugh Herbert,screenplay,tt0027188
1009,Brown Holmes,screenplay,tt0027188
1010,Erwin S. Gelsey,adaptation,tt0027188
1011,George Bilson,story,tt0027188
1012,Alysabeth,story,tt1611890
1013,Ishbel Ross,novel,tt0025890
1014,Frances Marion,screen play,tt0023948
1015,Herman J. Mankiewicz,screen play,tt0023948
1016,George S. Kaufman,from the Sam H. Harris stage play by,tt0023948
1017,Edna Ferber,from the Sam H. Harris stage play by,tt0023948
1018,Donald Ogden Stewart,additional dialogue,tt0023948
1019,Harold Kovner,screenplay,tt0128756
1020,Jay Campbell,screenplay,tt0128756
1021,Geoff Callan,story consultant,tt7390536
1022,Mark Monroe,story consultant,tt7390536
1023,Jack Youngelson,consulting producer,tt7390536
1024,Mike Shaw,story consultant,tt7390536
1025,Steven Siig,story by,tt7390536
1026,Lisa Bernard,story consultant,tt7390536
1027,Jorge Rodas,story,tt2802082
1028,Cal Howard,story,tt0148016
1029,Eric Norden,adaptation,tt0050874
1030,Earle Lyon,adaptation,tt0050874
1031,Eric Norden,screenplay,tt0050874
1032,Lauran Paine,novel,tt0050874
1033,James Nelson Davis III,story,tt3680504
1034,James Nelson Davis,screenplay,tt3680504
1035,Rudolph Dirks,comic strip,tt1149260
1036,Viña Delmar,based on a story,tt0023646
1037,Warren Duff,screenplay,tt0023646
1038,Alice M. Williamson,story,tt0019131
1039,C.N. Williamson,story,tt0019131
1040,Shinobu Kaki,screenplay,tt4382490
1041,Shaza Irfan,story,tt2740398
1042,David Adams,story by,tt5742332
1043,Danny Abel,story,tt2354499
1044,Hannah Pearl Utt,story,tt2354499
1045,William V. Mong,scenario,tt0007685
1046,David Saldoff,story,tt4531230
1047,Ben Snell,story,tt4531230
1048,Alfred Henry Lewis,story,tt0438587
1049,George H. Plympton,scenario,tt0438587
1050,Lou Dyer,"story ""Black Tide""",tt0051013
1051,Sid Harris,"story ""Black Tide""",tt0051013
1052,Melanie Brown,translation,tt1242878
1053,Frank Huiges,translation,tt1242878
1054,Arthur V. Jones,screenplay,tt0236720
1055,Navin Chandra Ganesh,screenplay,tt2004410
1056,Lawrence Hazard,story,tt0026514
1057,Vera Caspary,screenplay,tt0026514
1058,Sidney Buchman,screenplay,tt0026514
1059,Luisa Treves,teleplay,tt1293747
1060,Alice Tisdale Hobart,by,tt0026805
1061,Laird Doyle,screen play,tt0026805
1062,Avi Setton,additional writing,tt2277944
1063,Alexander B. Taylor,additional writing,tt2277944
1064,Gilbert Girion,story,tt0096800
1065,Ralph Toporoff,story,tt0096800
1066,Manshendra Singh Kailey,screenplay,tt3041778
1067,Kravi Shankar,dialogue,tt3041778
1068,Manshendra Singh Kailey,story,tt3041778
1069,Manshendra Singh Kailey,dialogue,tt3041778
1070,Rajdeep Singh,dialogue,tt3041778
1071,James Gunn,screenplay,tt0363547
1072,Oscar Miranda,screenplay,tt0189052
1073,Gustavo Dahl,screenplay,tt0184303
1074,Gustavo Dahl,story,tt0184303
1075,Roberto Marinho de Azevedo Neto,story,tt0184303
1076,Dawn Thomas,developed by,tt1214964
1077,Jada Pinkett Smith,developed by,tt1214964
1078,Tristan Wheelock,story,tt4340898
1079,Eleanor M. Ingram,story,tt0321185
1080,Harvey Gates,scenario,tt0321185
1081,George Terwilliger,scenario,tt0338920
1082,Michael McCafferty,creator,tt3120340
1083,Steven Schwartz,screenplay,tt1748199
1084,Neal Israel,teleplay,tt0282343
1085,Arnold Margolin,screenplay,tt0282343
1086,Arnold Margolin,story,tt0282343
1087,Squire D. Rushnell,characters,tt0305730
1088,Peter Sauder,story,tt0305730
1089,Nobuko Yoshiya,story,tt0314476
1090,Cameron Kirby,story,tt3875248
1091,Edmund Beloin,screenplay,tt0039544
1092,Jack Rose,screenplay,tt0039544
1093,Lewis Meltzer,screenplay,tt0039544
1094,William Bowers,based on a short story by,tt0039544
1095,Robinson Holbert,based on a short story by,tt0039544
1096,Gene Gauntier,story,tt2189288
1097,Diana Morgan,play,tt4355102
1098,Tedd Pierce,story,tt0036402
1099,Edward Dillon,story,tt0383291
1100,Josef Martin Bauer,novel,tt0277327
1101,James W. Castle,story,tt1275561
1102,Charles Harris,story,tt0006270
1103,Michael Paul Jones,story,tt4006750
1104,Gavin McClurg,story,tt4006750
1105,Mads Dam Jakobsen,story,tt1548247
1106,Pauline Gouzenne,adaptation,tt0379577
1107,Arthur C. Pierce,original story and screenplay,tt0053651
1108,Piers Ashworth,screenplay,tt1561765
1109,Nick Moorcroft,screenplay,tt1561765
1110,Emily A. Hastings,story,tt3456054
1111,Emmett C. Hall,story,tt1064780
1112,Kiyotaka Inagaki,screenplay,tt1230534
1113,Yuichiro Tanaka,original story,tt1230534
1114,Sergey Mikhalkov,screenplay,tt0393451
1115,Sergey Mikhalkov,story,tt0393451
1116,Efren Abueg,story,tt0261071
1117,Tony Mortel,screenplay,tt0261071
1118,Diego Cagahastian,screenplay,tt0261071
1119,Mike Cameron,story,tt0838165
1120,Edgar Reitz,screenplay,tt1998204
1121,Gert Heidenreich,screenplay,tt1998204
1122,Joshua D. Krohn,adaptation,tt2786582
1123,Harold Pinter,play,tt2786582
1124,H.M. Walker,dialogue,tt0020972
1125,Christian Svanes Kolding,story,tt3058610
1126,Christina Mazzalupo,story,tt3058610
1127,Pedro Miguel Obligado,adaptation,tt0040441
1128,Luis Saslavsky,adaptation,tt0040441
1129,Oscar Wilde,play,tt0040441
1130,Sveinbjörn J. Tryggvason,story,tt1554959
1131,Tim Bonython,story,tt2990322
1132,Steve Lawson,story,tt0115872
1133,Phil Penningroth,story,tt0115872
1134,Phil Penningroth,teleplay,tt0115872
1135,W.P. Lipscomb,story,tt0028417
1136,Reginald Pound,story,tt0028417
1137,Stephen J. Cannell,screenplay,tt0079954
1138,Stephen J. Cannell,story,tt0079954
1139,Richard Levinson,story,tt0079954
1140,William Link,story,tt0079954
1141,Benjamin Glazer,adaptation,tt0015876
1142,William Vaughn Moody,play,tt0015876
1143,James J. Tynan,novel,tt0015876
1144,Samuel Victor,adaptation,tt2344508
1145,Charles Schnee,screenplay,tt0054710
1146,James Gould Cozzens,novel,tt0054710
1147,George Pleydell Bancroft,play,tt0167486
1148,Delmer Daves,screenplay,tt0048805
1149,Leo Townsend,screenplay,tt0048805
1150,John Prebble,story,tt0048805
1151,Ennio De Concini,story,tt0061220
1152,Giovanni Grimaldi,screenplay,tt0061220
1153,Eliana De Sabata,screenplay,tt0061220
1154,Abhay Kumar,story,tt1733710
1155,Tom Gorst,story,tt3127898
1156,Kôki Mitani,play,tt0357119
